satisfaction_level,last_evaluation,number_project,average_monthly_hours,left,cluster,Emp_Id
0.95,0.54,4,255,0,0,IND14262
0.97,0.84,3,223,0,0,IND23732
0.98,0.86,2,219,0,0,IND29318
0.79,0.98,3,195,0,0,IND08855
0.54,0.91,2,156,0,1,IND44925
0.51,0.51,5,259,0,2,IND09230
0.83,0.91,4,266,0,0,IND10905
0.6,0.7,3,147,0,1,IND10281
0.58,0.83,4,207,0,0,IND22665
0.55,0.68,3,185,0,1,IND15485
0.5,0.64,5,195,0,0,IND04394
0.46,0.41,6,148,0,1,IND41339
0.61,0.82,3,157,0,0,IND25631
0.91,0.98,4,146,0,0,IND41550
0.5,0.94,3,262,0,0,IND26593
0.75,0.82,3,169,0,0,IND30383
0.74,0.87,3,192,0,0,IND27135
0.62,0.53,4,147,0,1,IND01796
0.87,0.76,5,254,0,0,IND42303
0.13,0.72,3,244,0,2,IND11161
0.71,0.43,2,100,0,1,IND14474
0.7,0.9,3,173,0,0,IND03594
0.32,0.87,2,197,0,1,IND24439
0.84,0.72,3,256,0,0,IND32463
0.79,0.87,4,253,0,0,IND33122
0.97,0.64,4,152,0,0,IND02311
0.76,0.58,5,136,0,1,IND08698
0.97,0.63,3,141,0,1,IND41909
0.53,0.4,5,212,0,1,IND21589
0.61,0.57,4,144,0,1,IND24791
0.94,0.89,2,118,0,0,IND26035
0.52,0.79,5,265,0,2,IND16616
0.91,0.67,3,143,0,1,IND29489
0.52,0.63,3,230,0,1,IND38266
0.59,0.68,5,243,0,0,IND34686
0.61,0.71,3,152,0,1,IND08248
0.78,0.78,3,252,0,0,IND36667
0.44,0.67,3,113,0,1,IND24848
0.8,0.97,4,259,0,0,IND13148
0.54,0.6,4,139,0,1,IND34380
0.96,0.91,4,228,0,0,IND29990
0.98,0.49,4,214,0,0,IND14141
0.83,0.91,4,210,0,0,IND05037
0.64,0.89,4,146,0,0,IND20849
0.51,0.78,3,155,0,1,IND43069
0.31,0.42,2,169,0,1,IND08661
0.53,0.68,3,258,0,0,IND22935
0.81,0.53,3,258,0,0,IND31595
0.17,0.85,3,168,0,1,IND12434
0.72,0.98,3,211,0,0,IND27381
0.49,0.49,2,245,0,1,IND39253
0.81,0.95,3,204,0,0,IND44966
0.75,0.98,2,161,0,0,IND36743
0.74,0.73,3,267,0,0,IND37523
0.82,0.73,3,183,0,0,IND30294
0.36,0.4,2,105,0,1,IND41251
0.89,0.55,3,260,0,0,IND34579
0.78,0.87,3,183,0,0,IND34652
0.81,0.56,4,262,0,0,IND44663
0.61,0.78,4,244,0,0,IND06100
0.23,0.96,4,242,0,2,IND06213
0.73,1.0,4,146,0,0,IND21344
0.4,0.65,4,252,0,0,IND11023
0.99,0.63,5,229,0,0,IND22827
0.62,0.54,4,170,0,1,IND23611
0.61,0.93,3,250,0,0,IND43593
0.9,0.98,2,243,0,0,IND13198
0.93,0.67,4,135,0,0,IND41359
0.52,0.75,4,266,0,0,IND41369
0.77,0.72,4,223,0,0,IND12918
0.59,0.76,4,234,0,0,IND35947
0.51,0.59,4,187,0,1,IND18090
0.67,0.95,3,229,0,0,IND12681
0.95,0.65,3,155,0,0,IND15781
0.75,0.76,3,246,0,0,IND01540
0.54,0.61,3,152,0,1,IND03848
0.45,0.71,2,172,0,1,IND29700
0.66,0.66,4,255,0,0,IND11147
0.36,0.69,3,98,0,1,IND15595
0.3,0.47,6,141,0,1,IND43468
0.61,0.63,4,146,0,1,IND11733
0.71,0.7,4,213,0,0,IND14604
0.6,0.99,4,160,0,0,IND33215
0.19,0.61,3,272,0,2,IND38510
0.91,1.0,4,125,0,0,IND07476
0.98,0.69,3,152,0,0,IND07688
0.9,0.78,3,162,0,0,IND19043
0.73,0.94,3,251,0,0,IND04071
0.52,0.56,3,225,0,1,IND12858
0.77,0.56,3,236,0,0,IND31677
0.98,0.62,3,203,0,0,IND34574
0.79,0.5,4,252,0,0,IND01362
0.73,0.91,3,135,0,0,IND02043
0.97,0.95,3,257,0,0,IND03507
0.38,0.6,5,145,0,1,IND15235
0.59,0.48,5,267,0,0,IND37464
0.73,0.79,4,208,0,0,IND12459
0.84,0.53,4,206,0,0,IND31077
0.61,0.59,4,247,0,0,IND44368
0.79,0.78,2,228,0,0,IND04947
0.73,0.91,4,248,0,0,IND26239
0.22,0.9,4,209,0,2,IND20463
0.84,0.52,5,171,0,0,IND44203
0.21,0.85,6,221,0,2,IND40901
0.44,0.69,2,173,0,1,IND41315
0.2,0.52,5,218,0,2,IND06172
0.51,0.86,4,223,0,0,IND31249
0.55,0.98,3,169,0,0,IND22005
0.24,0.38,6,109,0,1,IND05213
0.65,0.77,4,273,0,0,IND17986
0.44,0.42,3,178,0,1,IND19643
0.98,0.67,4,189,0,0,IND30056
0.69,0.8,5,203,0,0,IND41414
0.71,0.56,3,177,0,1,IND24401
0.54,0.71,5,253,0,0,IND25077
0.77,0.98,3,273,0,0,IND03708
0.53,0.43,2,139,0,1,IND15281
0.64,0.72,3,185,0,0,IND30558
0.69,0.59,5,182,0,0,IND34725
0.93,0.71,5,270,0,0,IND02341
0.58,0.65,3,139,0,1,IND12973
0.33,0.46,5,261,0,2,IND29814
0.95,0.57,3,238,0,0,IND09222
0.65,0.9,3,241,0,0,IND11903
0.9,0.7,3,223,0,0,IND15204
0.59,0.8,3,258,0,0,IND25172
0.88,0.55,4,205,0,0,IND35910
0.63,0.83,4,243,0,0,IND11410
0.53,0.61,4,198,0,1,IND29065
0.63,0.64,4,178,0,1,IND44096
0.96,0.76,4,158,0,0,IND08193
0.7,0.73,3,194,0,0,IND15958
0.73,0.36,4,253,0,1,IND14918
0.94,0.8,4,228,0,0,IND36616
0.82,0.58,5,227,0,0,IND38770
0.44,0.63,3,162,0,1,IND25315
0.58,0.9,5,257,0,0,IND31634
0.55,0.97,2,140,0,1,IND23935
0.92,0.84,3,164,0,0,IND25926
0.91,0.59,4,177,0,0,IND31382
0.69,0.61,4,260,0,0,IND12765
0.23,0.7,4,233,0,2,IND31354
0.21,0.81,4,227,0,2,IND13354
0.51,0.6,4,140,0,1,IND05048
0.73,0.74,3,254,0,0,IND29928
0.65,0.67,3,245,0,0,IND08308
0.64,0.48,2,157,0,1,IND13356
0.77,0.49,3,265,0,0,IND17056
0.71,0.79,4,261,0,0,IND21836
0.2,0.38,6,212,0,2,IND32192
0.99,0.57,4,216,0,0,IND37076
0.77,0.57,4,238,0,0,IND11929
0.8,0.56,2,204,0,1,IND05010
0.97,0.5,4,216,0,0,IND14802
0.89,0.53,4,208,0,0,IND03778
0.97,0.7,4,218,0,0,IND05362
0.23,0.99,5,176,0,2,IND14072
0.6,0.75,4,144,0,1,IND05746
0.52,0.63,5,241,0,0,IND08329
0.86,0.63,3,271,0,0,IND14456
0.86,0.95,4,184,0,0,IND12731
0.76,0.58,3,262,0,0,IND15237
0.79,0.77,6,233,0,0,IND14783
0.35,0.52,3,155,0,1,IND18573
1.0,0.97,5,141,0,0,IND29045
0.2,0.8,6,251,0,2,IND11816
0.57,0.62,5,141,0,1,IND15939
0.23,0.46,4,274,0,2,IND12478
0.82,0.97,3,160,0,0,IND37718
0.98,0.8,3,166,0,0,IND42025
0.52,0.7,4,219,0,0,IND17847
0.96,0.61,4,158,0,0,IND19139
0.69,0.64,4,190,0,0,IND08069
0.92,0.77,5,191,0,0,IND29437
0.91,0.43,4,117,0,1,IND15586
0.85,0.96,4,240,0,0,IND32643
0.91,0.77,4,239,0,0,IND21868
0.79,0.55,4,145,0,1,IND41894
0.74,0.95,3,157,0,0,IND29580
0.73,0.72,3,166,0,1,IND0215
0.55,0.98,4,137,0,0,IND31576
0.79,0.97,5,208,0,0,IND05159
0.53,0.51,4,174,0,1,IND26193
0.7,0.6,3,267,0,0,IND20405
0.74,0.56,3,125,0,1,IND26123
0.95,0.76,4,220,0,0,IND18340
0.49,0.57,4,141,0,1,IND23357
0.79,0.9,5,146,0,0,IND44091
0.99,0.86,3,166,0,0,IND05422
0.56,0.79,4,197,0,0,IND22526
0.7,0.79,4,240,0,0,IND22683
0.93,0.65,4,258,0,0,IND37725
0.46,0.66,6,229,0,2,IND42482
0.24,0.61,5,252,0,2,IND15062
0.32,0.41,3,138,0,1,IND11097
0.5,0.78,4,208,0,0,IND16172
0.58,0.72,3,113,0,1,IND28543
0.83,0.81,4,209,0,0,IND04879
0.57,0.42,2,248,0,1,IND23745
0.51,0.83,5,161,0,0,IND44855
0.65,0.96,2,246,0,0,IND37328
0.52,0.41,3,283,0,1,IND33636
0.77,0.7,3,145,0,1,IND34486
0.42,0.77,3,270,0,0,IND05974
0.68,0.79,4,273,0,0,IND10706
0.83,0.92,4,187,0,0,IND34578
0.66,0.63,3,166,0,1,IND08266
0.75,0.57,3,158,0,1,IND17484
0.65,0.48,4,229,0,1,IND28582
0.49,0.6,3,191,0,1,IND14591
0.77,0.96,3,232,0,0,IND40825
0.65,0.97,3,198,0,0,IND11316
0.65,0.49,5,238,0,0,IND12827
0.44,0.58,2,157,0,1,IND39430
0.61,0.72,4,134,0,1,IND05571
0.98,0.89,3,150,0,0,IND20164
0.68,0.88,5,256,0,0,IND19505
0.58,0.5,3,208,0,1,IND29739
0.81,0.92,3,136,0,0,IND12171
0.76,0.5,4,136,0,1,IND33256
0.14,0.93,4,180,0,2,IND15074
0.49,0.91,3,227,0,0,IND01414
0.97,0.78,5,156,0,0,IND22106
0.91,0.6,4,133,0,1,IND31992
0.15,0.98,2,96,0,1,IND21804
0.82,0.63,3,171,0,1,IND01948
0.67,0.87,3,177,0,0,IND29095
0.5,0.96,4,274,0,0,IND34949
0.57,0.39,2,145,0,1,IND03765
0.99,0.94,5,221,0,0,IND23052
0.97,0.94,3,202,0,0,IND29791
0.93,0.58,5,238,0,0,IND25970
0.62,0.6,4,170,0,1,IND30546
0.62,0.51,4,208,0,1,IND10366
0.96,0.61,4,199,0,0,IND26136
0.98,0.96,4,253,0,0,IND41335
0.52,0.57,4,239,0,0,IND36869
0.56,0.77,5,279,0,2,IND24224
0.14,0.41,6,114,0,1,IND12597
0.29,0.38,6,105,0,1,IND26776
0.76,0.81,4,193,0,0,IND41932
0.39,0.58,3,152,0,1,IND43570
0.96,0.72,4,228,0,0,IND35364
0.84,0.93,3,242,0,0,IND06324
0.81,0.62,4,197,0,0,IND07457
0.51,0.51,5,222,0,0,IND16568
0.87,0.75,3,222,0,0,IND24029
0.94,0.77,5,233,0,0,IND27240
0.69,0.97,4,264,0,0,IND10291
0.44,0.53,3,132,0,1,IND11176
0.85,0.55,5,182,0,0,IND21862
0.18,0.86,6,264,0,2,IND28697
0.91,0.74,6,253,0,0,IND28578
0.81,0.83,3,193,0,0,IND20989
0.82,0.59,5,143,0,0,IND41814
0.48,0.79,3,180,0,1,IND11441
0.92,0.84,3,220,0,0,IND27006
0.94,0.88,5,150,0,0,IND25273
1.0,0.56,3,182,0,0,IND40993
0.96,0.91,3,257,0,0,IND06
0.24,0.74,3,269,0,2,IND02606
0.62,0.89,5,243,0,0,IND37971
0.55,0.76,4,257,0,0,IND26582
0.82,0.52,5,233,0,0,IND42537
0.62,0.56,4,267,0,0,IND16060
0.61,0.69,4,160,0,1,IND24004
0.72,0.52,3,143,0,1,IND32246
0.45,0.76,4,143,0,1,IND05156
0.51,0.93,3,162,0,0,IND11055
0.42,0.53,3,181,0,1,IND02264
0.69,0.64,3,286,0,0,IND07204
0.61,0.66,2,111,0,1,IND19791
0.5,0.98,5,177,0,0,IND24123
0.25,0.68,4,279,0,2,IND03242
0.88,0.89,4,135,0,0,IND26224
0.81,0.66,3,160,0,1,IND39491
0.75,0.77,3,178,0,0,IND08602
0.77,0.8,3,147,0,0,IND30486
0.55,0.72,3,204,0,0,IND43284
0.7,0.73,5,151,0,0,IND21293
0.96,0.78,3,209,0,0,IND15652
0.18,0.73,6,225,0,2,IND42778
0.22,0.62,6,142,0,2,IND05230
0.95,0.49,3,158,0,1,IND39288
0.37,0.71,2,139,0,1,IND095
0.84,0.45,3,263,0,0,IND20629
0.8,0.68,3,160,0,1,IND24528
0.57,0.55,2,173,0,1,IND19716
0.98,0.63,3,169,0,0,IND19793
0.95,0.62,3,161,0,1,IND41987
0.8,0.65,4,172,0,0,IND43672
0.52,0.7,3,257,0,0,IND10393
0.31,0.62,2,139,0,1,IND27266
0.71,0.59,5,245,0,0,IND35669
0.71,0.85,3,260,0,0,IND07228
0.5,0.96,5,229,0,2,IND07381
0.95,0.9,2,129,0,0,IND21752
0.95,0.77,3,184,0,0,IND24125
0.65,0.85,4,204,0,0,IND27175
0.94,0.72,3,152,0,0,IND25160
0.72,0.85,4,142,0,0,IND10549
0.94,0.79,4,136,0,0,IND14259
0.79,0.94,4,216,0,0,IND40802
0.6,0.58,3,201,0,1,IND37095
0.62,0.76,4,163,0,0,IND06320
0.94,0.74,4,224,0,0,IND07035
0.24,0.5,4,209,0,1,IND08656
0.17,0.71,5,257,0,2,IND29241
0.66,0.83,4,234,0,0,IND08206
0.65,0.56,3,221,0,1,IND15963
0.51,0.62,2,186,0,1,IND42074
0.41,0.75,4,199,0,0,IND23910
0.98,0.99,3,235,0,0,IND21239
0.96,0.55,5,211,0,0,IND41092
0.55,0.97,4,136,0,0,IND35381
0.99,0.71,4,155,0,0,IND37660
0.51,0.98,4,269,0,0,IND39570
0.74,0.9,3,285,0,0,IND04101
0.81,0.87,5,241,0,0,IND02479
0.51,0.87,3,180,0,0,IND40865
0.53,0.55,5,224,0,0,IND41706
0.67,0.48,6,107,0,1,IND43194
0.68,0.64,2,167,0,1,IND38839
0.69,0.63,3,137,0,1,IND25632
0.71,0.65,4,239,0,0,IND01339
0.64,0.56,3,239,0,0,IND17269
0.62,0.58,3,148,0,1,IND04488
0.81,0.5,4,231,0,0,IND24411
0.84,0.54,4,179,0,1,IND30154
1.0,0.67,3,181,0,0,IND43877
0.72,0.73,5,184,0,0,IND10081
0.57,0.67,3,207,0,1,IND01283
0.73,0.99,4,152,0,0,IND07596
0.91,0.59,4,133,0,1,IND16808
0.98,0.85,4,178,0,0,IND21500
0.58,0.95,4,173,0,0,IND21527
0.73,0.52,2,113,0,1,IND13633
0.96,0.95,3,236,0,0,IND15302
0.57,0.98,3,188,0,0,IND17135
0.77,0.73,3,269,0,0,IND17762
0.3,0.85,2,203,0,1,IND40687
0.85,0.75,3,214,0,0,IND21179
0.49,0.83,2,185,0,1,IND28953
0.77,0.43,4,265,0,0,IND06983
1.0,0.99,4,184,0,0,IND25237
0.85,0.74,3,157,0,0,IND26392
0.87,0.75,3,258,0,0,IND33972
0.9,0.79,3,222,0,0,IND13584
0.71,0.8,5,248,0,0,IND04163
0.59,0.56,5,162,0,1,IND07384
0.85,0.74,3,250,0,0,IND10263
0.72,0.82,4,231,0,0,IND13041
0.73,0.65,3,165,0,1,IND01047
0.9,0.54,3,272,0,0,IND23994
0.59,0.65,4,177,0,1,IND19188
0.52,0.9,3,133,0,1,IND25302
0.85,0.49,4,159,0,1,IND32908
0.35,0.4,3,130,0,1,IND37646
0.7,0.68,3,185,0,1,IND04772
0.58,0.86,3,182,0,0,IND14160
0.89,0.5,2,238,0,1,IND19257
0.54,0.63,3,211,0,1,IND13591
0.55,0.89,4,209,0,0,IND16874
0.77,0.62,5,190,0,0,IND21339
0.55,0.61,4,272,0,0,IND32340
0.6,0.77,3,202,0,0,IND38467
0.75,0.9,4,185,0,0,IND05825
0.57,0.88,3,176,0,0,IND12809
0.69,0.94,4,239,0,0,IND24905
0.87,0.98,4,238,0,0,IND32818
0.69,0.36,5,269,0,0,IND23055
0.58,0.92,3,232,0,0,IND10695
0.87,0.64,2,148,0,1,IND20246
0.71,0.77,3,149,0,1,IND35507
0.74,0.78,4,203,0,0,IND30205
0.75,0.53,5,235,0,0,IND23162
0.5,0.54,2,269,0,1,IND27157
0.59,0.86,4,260,0,0,IND028
0.81,0.84,3,216,0,0,IND43936
0.34,0.55,3,136,0,1,IND28889
0.53,0.87,5,158,0,0,IND06841
0.94,0.85,4,180,0,0,IND28081
0.76,0.77,5,133,0,0,IND38904
0.2,0.58,5,199,0,2,IND21356
0.97,0.67,3,169,0,0,IND34937
0.96,0.72,3,195,0,0,IND44301
0.81,0.5,5,205,0,0,IND42966
0.2,0.48,4,156,0,1,IND35238
0.53,0.71,3,125,0,1,IND0537
0.75,0.76,3,171,0,0,IND04233
0.55,0.91,4,199,0,0,IND03380
0.58,0.65,5,187,0,0,IND09186
0.99,0.64,4,218,0,0,IND35472
0.96,0.86,4,268,0,0,IND05310
0.82,0.92,3,257,0,0,IND37232
0.88,0.77,4,224,0,0,IND20571
0.78,0.97,4,221,0,0,IND23953
0.46,0.47,6,101,0,1,IND31170
0.88,0.59,3,224,0,0,IND04636
0.91,0.55,3,223,0,0,IND32112
0.6,0.68,4,271,0,0,IND19133
0.82,0.51,3,210,0,1,IND10838
0.67,0.56,4,241,0,0,IND35987
0.55,0.61,3,209,0,1,IND10145
0.73,0.62,5,186,0,0,IND39654
0.59,0.68,4,273,0,0,IND43835
0.4,0.65,6,172,0,2,IND22413
0.56,0.99,3,209,0,0,IND25758
0.87,0.57,4,175,0,0,IND26662
0.5,0.53,5,239,0,0,IND27807
0.98,0.79,4,231,0,0,IND26196
0.71,0.96,4,131,0,0,IND35011
0.72,0.89,4,217,0,0,IND04868
0.5,0.83,4,242,0,0,IND39044
0.89,0.56,3,224,0,0,IND18766
0.56,0.68,3,208,0,1,IND25115
0.32,0.55,4,167,0,1,IND30673
0.96,0.88,5,269,0,0,IND0254
0.67,0.92,4,156,0,0,IND42929
0.26,0.7,3,238,0,1,IND23924
0.51,0.9,5,193,0,0,IND18294
0.16,0.78,4,196,0,2,IND20330
0.77,0.71,5,233,0,0,IND32372
0.67,0.52,2,152,0,1,IND36820
0.36,0.77,4,252,0,2,IND17032
0.69,0.82,3,262,0,0,IND26966
0.72,0.76,3,261,0,0,IND42308
0.72,0.81,4,144,0,0,IND43720
0.88,0.95,4,234,0,0,IND10340
0.91,0.55,2,234,0,0,IND19654
0.96,0.6,4,170,0,0,IND41107
0.49,0.8,3,238,0,0,IND03490
0.59,0.97,5,242,0,0,IND36998
0.8,0.87,4,209,0,0,IND26678
0.91,0.67,4,206,0,0,IND10467
0.18,0.79,4,240,0,2,IND0631
0.94,0.58,5,215,0,0,IND06306
0.44,0.61,3,147,0,1,IND08367
0.96,0.59,2,265,0,0,IND29281
0.55,0.97,4,162,0,0,IND20854
0.99,0.54,4,239,0,0,IND42979
0.75,0.88,3,224,0,0,IND07067
0.66,0.78,4,256,0,0,IND18831
0.96,0.57,3,263,0,0,IND18842
0.6,0.86,6,272,0,2,IND27516
0.64,0.78,4,159,0,0,IND091
0.85,0.8,4,219,0,0,IND17287
0.3,0.53,3,210,0,1,IND35640
0.74,0.95,4,237,0,0,IND42461
0.14,0.8,5,226,0,2,IND16648
0.93,0.76,3,212,0,0,IND42179
0.75,0.48,3,250,0,0,IND21172
0.58,0.63,4,171,0,1,IND03203
0.59,0.6,3,149,0,1,IND03936
0.2,0.9,5,228,0,2,IND03093
1.0,0.84,3,215,0,0,IND30733
0.51,0.51,3,272,0,1,IND32029
0.16,0.72,4,192,0,2,IND42840
0.77,0.56,5,226,0,0,IND24856
0.61,0.47,2,149,0,1,IND09484
0.73,0.51,3,244,0,0,IND37543
0.52,0.85,4,193,0,0,IND04489
0.13,0.72,4,247,0,2,IND05612
0.73,0.62,3,181,0,1,IND18483
0.39,0.68,2,137,0,1,IND18566
0.92,0.8,3,211,0,0,IND36075
0.34,0.78,5,137,0,1,IND37013
0.94,0.51,4,229,0,0,IND15786
0.82,0.65,4,168,0,0,IND10998
0.26,0.69,4,180,0,1,IND03055
0.78,0.53,4,177,0,1,IND28091
0.61,0.95,4,191,0,0,IND32270
0.5,0.53,3,191,0,1,IND10287
0.52,0.96,4,125,0,0,IND19183
0.89,0.79,4,152,0,0,IND21175
0.85,0.52,4,174,0,1,IND33536
0.62,0.86,4,135,0,0,IND02332
0.38,0.67,2,117,0,1,IND23063
0.55,0.49,2,180,0,1,IND17488
0.83,0.84,4,146,0,0,IND19094
0.62,0.65,3,249,0,0,IND41391
0.6,0.54,3,136,0,1,IND13217
0.62,0.5,4,198,0,1,IND20371
0.23,0.88,5,201,0,2,IND35614
0.13,0.74,6,132,0,2,IND09357
0.96,0.63,4,142,0,0,IND16536
0.5,0.74,5,256,0,2,IND06136
0.66,0.72,3,135,0,1,IND24603
0.61,0.72,4,209,0,0,IND29855
0.45,0.48,5,287,0,2,IND32037
0.5,0.95,4,222,0,0,IND42847
0.75,0.82,3,227,0,0,IND14367
0.88,0.5,4,162,0,1,IND20459
0.49,0.79,5,206,0,0,IND28444
0.82,0.87,5,273,0,0,IND05816
0.92,0.65,4,135,0,0,IND29959
0.4,0.85,5,99,0,1,IND27322
0.36,0.61,4,166,0,1,IND15898
0.8,0.99,5,187,0,0,IND25675
0.68,0.65,4,134,0,1,IND27045
0.54,0.45,4,137,0,1,IND37700
0.73,0.69,3,175,0,1,IND03438
0.64,0.49,5,188,0,1,IND09316
0.12,0.39,5,161,0,1,IND16510
0.6,0.7,4,145,0,1,IND09054
0.36,0.62,4,111,0,1,IND08156
0.63,0.76,3,176,0,0,IND18790
0.67,0.94,2,192,0,0,IND22268
0.83,0.9,3,179,0,0,IND07315
0.48,0.9,4,224,0,0,IND03184
0.89,0.56,4,241,0,0,IND08338
0.71,0.96,3,201,0,0,IND11976
0.31,0.59,4,138,0,1,IND23507
0.89,0.84,5,168,0,0,IND44185
0.38,0.51,2,120,0,1,IND0599
0.88,0.92,3,179,0,0,IND12157
0.64,0.85,3,250,0,0,IND20317
0.65,0.74,4,237,0,0,IND13711
0.65,0.81,4,192,0,0,IND14429
0.54,0.97,4,258,0,0,IND18678
0.69,0.76,4,257,0,0,IND21896
0.77,0.78,2,271,0,0,IND28446
0.28,0.66,3,184,0,1,IND40586
0.33,0.4,6,214,0,2,IND22534
0.83,0.68,4,198,0,0,IND37735
0.89,0.73,3,274,0,0,IND08762
0.76,0.6,5,279,0,0,IND14882
0.83,0.64,5,272,0,0,IND31799
0.57,0.85,4,152,0,0,IND39815
0.61,0.89,2,287,0,0,IND02156
0.96,0.89,2,239,0,0,IND05604
0.17,0.5,4,274,0,2,IND14094
0.61,0.6,4,121,0,1,IND14982
0.73,0.74,5,199,0,0,IND20178
0.3,0.39,3,175,0,1,IND28943
0.42,0.67,2,115,0,1,IND29439
0.65,0.75,3,194,0,0,IND44590
0.17,0.45,2,119,0,1,IND37720
0.12,0.82,5,162,0,2,IND12019
0.7,0.78,5,264,0,0,IND38109
0.87,0.88,3,179,0,0,IND08934
0.43,0.44,5,213,0,1,IND27000
0.84,0.65,3,269,0,0,IND11342
0.94,0.55,3,160,0,1,IND18131
0.89,0.76,4,133,0,0,IND27905
0.69,0.75,5,201,0,0,IND30070
0.18,0.99,4,160,0,2,IND40626
0.98,0.69,3,274,0,0,IND20703
0.3,0.88,5,245,0,2,IND21598
0.51,0.53,3,237,0,1,IND44520
0.76,0.9,3,279,0,0,IND02458
0.67,0.96,4,207,0,0,IND20410
0.12,0.84,4,218,0,2,IND14956
0.42,0.41,5,240,0,1,IND37375
0.69,0.76,3,153,0,1,IND09938
0.63,0.96,3,144,0,0,IND02007
0.66,0.62,2,159,0,1,IND09543
0.5,0.5,3,237,0,1,IND11557
0.67,0.82,5,148,0,0,IND41354
0.59,0.62,4,205,0,0,IND20776
0.75,0.78,2,264,0,0,IND32974
0.88,0.89,5,189,0,0,IND04118
0.99,0.75,3,243,0,0,IND16971
0.44,0.42,2,199,0,1,IND13844
0.65,0.78,4,205,0,0,IND29537
0.88,0.63,3,184,0,0,IND21960
0.58,0.79,2,274,0,0,IND23279
0.99,0.9,4,181,0,0,IND20218
0.76,0.71,3,205,0,0,IND21408
0.14,0.98,5,172,0,2,IND34456
0.57,0.86,3,164,0,0,IND06472
0.52,0.82,3,138,0,1,IND03134
0.71,0.55,5,262,0,0,IND26108
0.27,0.75,5,264,0,2,IND31145
0.49,0.52,3,225,0,1,IND04724
0.59,0.5,3,199,0,1,IND11796
0.24,0.65,6,210,0,2,IND20594
0.18,0.87,6,226,0,2,IND44956
0.73,0.62,5,134,0,1,IND0557
0.78,0.63,6,111,0,0,IND26848
0.94,0.73,5,142,0,0,IND29481
0.86,0.53,3,213,0,0,IND31137
0.97,0.88,4,139,0,0,IND42120
0.49,0.54,3,145,0,1,IND04218
0.82,0.48,4,149,0,1,IND08952
0.86,0.64,4,147,0,0,IND30158
0.3,0.39,3,193,0,1,IND39061
0.7,0.38,4,270,0,0,IND39393
0.8,0.78,5,266,0,0,IND22264
0.36,0.63,2,278,0,1,IND14852
0.4,0.61,3,165,0,1,IND15589
0.8,0.58,4,175,0,0,IND28046
0.98,0.73,4,140,0,0,IND29075
0.92,0.67,3,149,0,1,IND09549
0.68,1.0,3,205,0,0,IND24295
1.0,0.59,3,253,0,0,IND04694
0.8,0.54,3,222,0,0,IND27214
0.85,0.69,4,216,0,0,IND35079
0.69,0.6,3,139,0,1,IND02577
0.57,0.52,4,252,0,0,IND14312
0.33,0.72,2,173,0,1,IND26019
0.19,0.48,6,178,0,2,IND24565
0.5,0.63,3,160,0,1,IND01025
0.52,0.88,3,261,0,0,IND10388
0.13,0.52,6,188,0,2,IND25376
0.18,0.73,4,219,0,2,IND03947
0.86,0.64,4,263,0,0,IND22102
0.86,0.59,4,165,0,0,IND15407
0.16,0.76,6,218,0,2,IND15943
0.43,0.46,2,239,0,1,IND27823
0.79,0.63,3,212,0,0,IND34343
0.51,0.67,4,133,0,1,IND02921
0.83,0.55,5,250,0,0,IND11741
0.61,0.45,3,114,0,1,IND11194
0.65,0.57,3,168,0,1,IND23869
0.95,0.83,4,252,0,0,IND24426
0.63,0.64,5,189,0,0,IND27307
0.72,0.6,3,265,0,0,IND12743
0.8,0.57,3,176,0,1,IND12992
0.7,0.57,4,150,0,1,IND10732
0.45,0.79,5,97,0,1,IND23488
0.64,0.85,4,265,0,0,IND35218
0.94,0.48,4,260,0,0,IND12620
0.57,0.76,4,164,0,0,IND41944
0.35,0.56,4,142,0,1,IND06631
0.75,0.81,2,247,0,0,IND18096
0.7,0.92,5,182,0,0,IND22500
0.7,0.47,2,238,0,1,IND38616
0.61,0.62,3,191,0,1,IND04287
0.78,0.87,4,178,0,0,IND13817
0.97,0.77,4,208,0,0,IND30290
0.51,0.76,3,256,0,0,IND20828
0.56,0.71,5,243,0,0,IND05885
0.87,0.55,3,233,0,0,IND28913
0.64,0.78,5,200,0,0,IND30971
0.6,0.85,2,226,0,0,IND31415
0.9,0.76,2,150,0,1,IND18646
0.54,0.62,2,141,0,1,IND25179
0.23,0.8,5,139,0,2,IND26831
0.8,0.81,3,199,0,0,IND31777
0.23,0.78,4,154,0,1,IND19951
0.81,0.51,3,247,0,0,IND27273
0.35,0.6,5,239,0,2,IND28131
0.67,0.8,4,137,0,0,IND11065
0.46,0.6,4,119,0,1,IND28394
0.84,0.98,4,134,0,0,IND26733
0.92,0.79,3,243,0,0,IND44638
0.75,0.93,5,210,0,0,IND23243
0.7,0.57,4,265,0,0,IND04688
0.7,0.75,4,204,0,0,IND24924
0.9,0.81,6,273,0,0,IND33490
0.8,1.0,3,177,0,0,IND44426
0.5,0.65,5,285,0,2,IND26063
0.84,0.72,4,222,0,0,IND42548
0.48,0.94,3,185,0,0,IND35426
0.98,0.87,5,151,0,0,IND04215
0.64,0.96,3,109,0,0,IND04585
0.58,0.53,4,192,0,1,IND09449
0.66,0.89,4,139,0,0,IND32841
0.76,0.98,4,191,0,0,IND35957
0.32,0.42,6,114,0,1,IND17144
0.49,0.87,3,212,0,0,IND14097
0.81,0.51,3,162,0,1,IND15093
0.42,0.48,5,191,0,1,IND23102
